codex	b12 판정 · Codex GPT-5	.pipeline/task16/prompts/adj-codex.txt	.pipeline/task16/rulings/adj-codex.json
gemini-3.1-pro-high	b12 판정 · Gemini 3.1 Pro	.pipeline/task16/prompts/adj-gem31pro.txt	.pipeline/task16/rulings/adj-gem31pro.json
gemini-3.7-flash-high	b12 판정 · Gemini 3.7 Flash	.pipeline/task16/prompts/adj-gem37flash.txt	.pipeline/task16/rulings/adj-gem37flash.json
gpt-oss-120b-medium	b12 판정 · GPT-OSS 120B	.pipeline/task16/prompts/adj-gptoss120b.txt	.pipeline/task16/rulings/adj-gptoss120b.json
gemini-3.1-pro-high	b11 감사 1 · Gemini 3.1 Pro	.pipeline/task15/prompts/audit-1.txt	.pipeline/task15/audits/audit-1.json
gemini-3.7-flash-high	b11 감사 2 · Gemini 3.7 Flash	.pipeline/task15/prompts/audit-2.txt	.pipeline/task15/audits/audit-2.json
gpt-oss-120b-medium	b11 감사 3 · GPT-OSS 120B	.pipeline/task15/prompts/audit-3.txt	.pipeline/task15/audits/audit-3.json
codex	b11 감사 codex · Codex GPT-5	.pipeline/task15/prompts/audit-codex.txt	.pipeline/task15/audits/audit-codex.json
gemini-3.1-pro-high	b12 감사 1 · Gemini 3.1 Pro	.pipeline/task16/prompts/audit-1.txt	.pipeline/task16/audits/audit-1.json
gemini-3.7-flash-high	b12 감사 2 · Gemini 3.7 Flash	.pipeline/task16/prompts/audit-2.txt	.pipeline/task16/audits/audit-2.json
gpt-oss-120b-medium	b12 감사 3 · GPT-OSS 120B	.pipeline/task16/prompts/audit-3.txt	.pipeline/task16/audits/audit-3.json
codex	b12 감사 codex · Codex GPT-5	.pipeline/task16/prompts/audit-codex.txt	.pipeline/task16/audits/audit-codex.json
codex	b14 AM · Codex GPT-5	.pipeline/task18/prompts/AM-codex.txt	.pipeline/task18/proposals/AM-codex.json
gemini-3.1-pro-high	b14 AM · Gemini 3.1 Pro	.pipeline/task18/prompts/AM-gem31pro.txt	.pipeline/task18/proposals/AM-gem31pro.json
gpt-oss-120b-medium	b14 AM · GPT-OSS 120B	.pipeline/task18/prompts/AM-gptoss120b.txt	.pipeline/task18/proposals/AM-gptoss120b.json
gemini-3.7-flash-high	b14 AM · Gemini 3.7 Flash	.pipeline/task18/prompts/AM-gem37flash.txt	.pipeline/task18/proposals/AM-gem37flash.json
codex	b14 AN · Codex GPT-5	.pipeline/task18/prompts/AN-codex.txt	.pipeline/task18/proposals/AN-codex.json
gemini-3.1-pro-high	b14 AN · Gemini 3.1 Pro	.pipeline/task18/prompts/AN-gem31pro.txt	.pipeline/task18/proposals/AN-gem31pro.json
gpt-oss-120b-medium	b14 AN · GPT-OSS 120B	.pipeline/task18/prompts/AN-gptoss120b.txt	.pipeline/task18/proposals/AN-gptoss120b.json
gemini-3.7-flash-high	b14 AN · Gemini 3.7 Flash	.pipeline/task18/prompts/AN-gem37flash.txt	.pipeline/task18/proposals/AN-gem37flash.json
codex	b14 AO · Codex GPT-5	.pipeline/task18/prompts/AO-codex.txt	.pipeline/task18/proposals/AO-codex.json
gemini-3.1-pro-high	b14 AO · Gemini 3.1 Pro	.pipeline/task18/prompts/AO-gem31pro.txt	.pipeline/task18/proposals/AO-gem31pro.json
gpt-oss-120b-medium	b14 AO · GPT-OSS 120B	.pipeline/task18/prompts/AO-gptoss120b.txt	.pipeline/task18/proposals/AO-gptoss120b.json
gemini-3.7-flash-high	b14 AO · Gemini 3.7 Flash	.pipeline/task18/prompts/AO-gem37flash.txt	.pipeline/task18/proposals/AO-gem37flash.json
codex	b13 판정 · Codex GPT-5	.pipeline/task17/prompts/adj-codex.txt	.pipeline/task17/rulings/adj-codex.json
gemini-3.1-pro-high	b13 판정 · Gemini 3.1 Pro	.pipeline/task17/prompts/adj-gem31pro.txt	.pipeline/task17/rulings/adj-gem31pro.json
gemini-3.7-flash-high	b13 판정 · Gemini 3.7 Flash	.pipeline/task17/prompts/adj-gem37flash.txt	.pipeline/task17/rulings/adj-gem37flash.json
gpt-oss-120b-medium	b13 판정 · GPT-OSS 120B	.pipeline/task17/prompts/adj-gptoss120b.txt	.pipeline/task17/rulings/adj-gptoss120b.json
codex	b14 판정 · Codex GPT-5	.pipeline/task18/prompts/adj-codex.txt	.pipeline/task18/rulings/adj-codex.json
gemini-3.1-pro-high	b14 판정 · Gemini 3.1 Pro	.pipeline/task18/prompts/adj-gem31pro.txt	.pipeline/task18/rulings/adj-gem31pro.json
gemini-3.7-flash-high	b14 판정 · Gemini 3.7 Flash	.pipeline/task18/prompts/adj-gem37flash.txt	.pipeline/task18/rulings/adj-gem37flash.json
gpt-oss-120b-medium	b14 판정 · GPT-OSS 120B	.pipeline/task18/prompts/adj-gptoss120b.txt	.pipeline/task18/rulings/adj-gptoss120b.json
codex	b11 재감사 · Codex GPT-5	.pipeline/task15/prompts/recheck.txt	.pipeline/task15/audits/recheck.json
gemini-3.1-pro-high	b12 재감사 · Gemini 3.1 Pro	.pipeline/task16/prompts/recheck.txt	.pipeline/task16/audits/recheck.json
gemini-3.1-pro-high	b13 감사 1 · Gemini 3.1 Pro	.pipeline/task17/prompts/audit-1.txt	.pipeline/task17/audits/audit-1.json
gemini-3.7-flash-high	b13 감사 2 · Gemini 3.7 Flash	.pipeline/task17/prompts/audit-2.txt	.pipeline/task17/audits/audit-2.json
gpt-oss-120b-medium	b13 감사 3 · GPT-OSS 120B	.pipeline/task17/prompts/audit-3.txt	.pipeline/task17/audits/audit-3.json
codex	b13 감사 codex · Codex GPT-5	.pipeline/task17/prompts/audit-codex.txt	.pipeline/task17/audits/audit-codex.json
gemini-3.1-pro-high	b14 감사 1 · Gemini 3.1 Pro	.pipeline/task18/prompts/audit-1.txt	.pipeline/task18/audits/audit-1.json
gemini-3.7-flash-high	b14 감사 2 · Gemini 3.7 Flash	.pipeline/task18/prompts/audit-2.txt	.pipeline/task18/audits/audit-2.json
gpt-oss-120b-medium	b14 감사 3 · GPT-OSS 120B	.pipeline/task18/prompts/audit-3.txt	.pipeline/task18/audits/audit-3.json
codex	b14 감사 codex · Codex GPT-5	.pipeline/task18/prompts/audit-codex.txt	.pipeline/task18/audits/audit-codex.json
codex	b02 재감사 · Codex GPT-5	.pipeline/task6/prompts/recheck.txt	.pipeline/task6/audits/recheck.json
codex	b13 재감사 · Codex GPT-5	.pipeline/task17/prompts/recheck.txt	.pipeline/task17/audits/recheck.json
gemini-3.1-pro-high	b14 재감사 · Gemini 3.1 Pro	.pipeline/task18/prompts/recheck.txt	.pipeline/task18/audits/recheck.json
codex	b15 AG · Codex GPT-5	.pipeline/task19/prompts/AG-codex.txt	.pipeline/task19/proposals/AG-codex.json
gemini-3.1-pro-high	b15 AG · Gemini 3.1 Pro	.pipeline/task19/prompts/AG-gem31pro.txt	.pipeline/task19/proposals/AG-gem31pro.json
gpt-oss-120b-medium	b15 AG · GPT-OSS 120B	.pipeline/task19/prompts/AG-gptoss120b.txt	.pipeline/task19/proposals/AG-gptoss120b.json
gemini-3.7-flash-high	b15 AG · Gemini 3.7 Flash	.pipeline/task19/prompts/AG-gem37flash.txt	.pipeline/task19/proposals/AG-gem37flash.json
codex	b15 AH · Codex GPT-5	.pipeline/task19/prompts/AH-codex.txt	.pipeline/task19/proposals/AH-codex.json
gemini-3.1-pro-high	b15 AH · Gemini 3.1 Pro	.pipeline/task19/prompts/AH-gem31pro.txt	.pipeline/task19/proposals/AH-gem31pro.json
gpt-oss-120b-medium	b15 AH · GPT-OSS 120B	.pipeline/task19/prompts/AH-gptoss120b.txt	.pipeline/task19/proposals/AH-gptoss120b.json
gemini-3.7-flash-high	b15 AH · Gemini 3.7 Flash	.pipeline/task19/prompts/AH-gem37flash.txt	.pipeline/task19/proposals/AH-gem37flash.json
codex	b15 AI · Codex GPT-5	.pipeline/task19/prompts/AI-codex.txt	.pipeline/task19/proposals/AI-codex.json
gemini-3.1-pro-high	b15 AI · Gemini 3.1 Pro	.pipeline/task19/prompts/AI-gem31pro.txt	.pipeline/task19/proposals/AI-gem31pro.json
gpt-oss-120b-medium	b15 AI · GPT-OSS 120B	.pipeline/task19/prompts/AI-gptoss120b.txt	.pipeline/task19/proposals/AI-gptoss120b.json
gemini-3.7-flash-high	b15 AI · Gemini 3.7 Flash	.pipeline/task19/prompts/AI-gem37flash.txt	.pipeline/task19/proposals/AI-gem37flash.json
